property-title,rating,price,price_with_tax,link,Place Name,Latitude,Longitude,Average Rating,Average Price (WON),Link,Phone
,,,,,관음사입구,33.4214113,126.5499657,,,,
,,,,,숙소1일차,33.3647547,126.8373408,,,,
,,,,,제주공항도착,33.4979633,126.4961762,,,,
,,,,,성판악 매표소,33.3844558,126.6191436,,,,
,,,,,공항,33.4909451,126.4955683,,,,
,,,,,천제연폭포,33.2512326,126.417402,,,,
,,,,,맥반석식당,33.5227564,126.8577342,,,,
,,,,,Y리조트,33.2425438,126.3279325,,,,
,,,,,제주국제공항,33.5067935,126.4929784,,,,
,,,,,스테이라움,33.464214,126.9143063,,,,
,,,,,고내1101,33.4667175,126.3383885,,,,
,,,,,이마트,33.4849022,126.4803223,,,,
,,,,,도담도담,33.4506162,126.91511,,,,
,,,,,코델리아s호텔,33.4548591,126.910658,,,,
,,,,,섭지코지,33.4193459,126.9279935,,,,
,,,,,성산일출봉,33.4555464,126.9370528,,,,
,,,,,호텔체크인,33.5162111,126.5277465,,,,
,,,,,한라드블랑,33.4725647,126.5405285,,,,
,,,,,협재해수욕장,33.3881213,126.2414733,,,,
,,,,,곽지해수욕장,33.4431904,126.3036083,,,,
,,,,,제주공항,33.5098457,126.4930069,,,,
,,,,,이호테우해수욕장,33.4950111,126.4485355,,,,
,,,,,금능식물원,33.3843565,126.2271817,,,,
,,,,,장인의 집,33.4657618,126.3268931,,,,
,,,,,재주국제공항,33.4782585,126.4970923,,,,
,,,,,"도착, 식사 및 렌트 인수",33.5054448,126.4927136,,,,
,,,,,사려니숲길 붉은오름 입구,33.3949397,126.6851162,,,,
,,,,,월정리 해변,33.5530246,126.7958809,,,,
,,,,,숙소 출발,33.5222931,126.8970788,,,,
,,,,,달이뜨는식탁,33.5532053,126.7907782,,,,
,,,,,장수물식당 or 고집돌우럭,33.4762292,126.4874726,,,,
,,,,,제주에 가면,33.4853586,126.4840513,,,,
,,,,,MJ리조트,33.5289451,126.8797291,,,,
,,,,,sk 렌터카,33.4943104,126.4501702,,,,
,,,,,이호태우해변,33.4957326,126.4543486,,,,
,,,,,주상절리,33.2546327,126.4426666,,,,
,,,,,제주공항,33.484553,126.5045972,,,,
,,,,,스카이워터,33.4228198,126.7438946,,,,
,,,,,솔펜션,33.4862395,126.9019233,,,,
,,,,,기원뚝배기,33.2568843,126.4141528,,,,
,,,,,에코랜드,33.4453642,126.6742573,,,,
,,,,,주상절리대,33.2374846,126.4247733,,,,
,,,,,메이즈랜드,33.4873533,126.801445,,,,
,,,,,유리의성,33.3127201,126.272791,,,,
,,,,,외돌개,33.2379868,126.5468664,,,,
,,,,,제주 공항 ,33.5057111,126.4928139,,,,
,,,,,라사니아 캐슬 리조트,33.372756,126.8722875,,,,
,,,,,해왓물회,33.438515,126.9171905,,,,
,,,,,놀맨,33.4627613,126.3100828,,,,
,,,,,xcx,33.3680872,126.5316088,,,,
,,,,,이강통닭,33.4882922,126.3899672,,,,
,,,,,탐라스테이호텔,33.4869306,126.391186,,,,
,,,,,sdfsdf,33.3246393,126.7191184,,,,
,,,,,공항,33.5112712,126.4880294,,,,
,,,,,제주국제공항,33.5028701,126.4926745,,,,
,,,,,국제 공항,33.4893241,126.4921425,,,,
,,,,,제주국제공항,33.5069096,126.4930099,,,,
,,,,,IBK제주수련관(숙소),33.4877089,126.500684,,,,
,,,,,SK렌터카,33.4937031,126.4500506,,,,
,,,,,자매국수 노형점,33.4878584,126.4784621,,,,
,,,,,커피프렌즈,33.2886836,126.3072457,,,,
,,,,,윈 스카이 호텔,33.2531976,126.5085098,,,,
,,,,,롯데렌터카 제주 오토하우스,33.5091344,126.5029822,,,,
,,,,,공항,33.5068453,126.4928692,,,,
,,,,,스타렌트카,33.504925,126.4984293,,,,
,,,,,제주 국제공항,33.5237668,126.5442716,,,,
,,,,,제주공항,33.5067708,126.4928662,,,,
,,,,,제주공항,33.5021763,126.4946634,,,,
,,,,,새마을금고연수원,33.4136845,126.3939568,,,,
,,,,,정수용식당,33.5352292,126.6360002,,,,
,,,,,오늘은카트레이싱,33.3817758,126.7909895,,,,
,,,,,제주바다위의펜션,33.4893652,126.4190627,,,,
,,,,,몽듀호텔,33.5126254,126.4844298,,,,
,,,,,제주에서돌고래를만난다면펜션,33.5283933,126.8707667,,,,
,,,,,성산(to 우도),33.4723883,126.9341736,,,,
,,,,,제주 공항 ,33.4949922,126.490699,,,,
,,,,,섭지코지,33.4167893,126.9369588,,,,
,,,,,파라다이스 힐 ,33.4584375,126.9084294,,,,
,,,,,비치카페,33.3968659,126.2436296,,,,
,,,,,형제도식당,33.2577635,126.4127989,,,,
,,,,,저녁(찬희),33.3002393,126.3906335,,,,
,,,,,샐리스제주호텔,33.4646013,126.3416658,,,,
,,,,,이승악,33.3395904,126.6225759,,,,
,,,,,숙소,33.418366,126.3279475,,,,
,,,,,만복밀면,33.2435254,126.3268765,,,,
,,,,,선흘곶,33.5081439,126.7179856,,,,
,,,,,제주국제공항,33.5062809,126.4927857,,,,
,,,,,공항,33.505266,126.4925245,,,,
,,,,,공항,33.5018091,126.4885529,,,,
,,,,,통계 수련원,33.4997757,126.5339135,,,,
,,,,,공항,33.5057372,126.4924691,,,,
,,,,,숙소,33.5218898,126.8994722,,,,
,,,,,제주김만복김밥 본점,33.4969758,126.5089417,,,,
,,,,,부부동원식당(두루치기),33.3798754,126.8760778,,,,
,,,,,우굼,33.4324898,126.4049186,,,,
,,,,,자인빌리지,33.2746367,126.6097137,,,,
,,,,,제주공항,33.5069133,126.4929771,,,,
,,,,,롯데 렌트카,33.5090852,126.5029909,,,,
,,,,,마라도 가는 선착장,33.2070146,126.2905534,,,,
,,,,,마라도 선착장,33.1221167,126.2699592,,,,
,,,,,내가 등록한 장소,33.4377776,126.7031768,,,,
,,,,,카멜리아힐,33.2882649,126.3711213,,,,
,,,,,절물휴양지,33.4261616,126.6276598,,,,
,,,,,마가리따은혜씨,33.4608465,126.9336747,,,,
,,,,,OnOff,33.5127527,126.9619639,,,,
,,,,,팬더레저,33.3403228,126.1682439,,,,
,,,,,싱싱잇,33.3864131,126.2272368,,,,
,,,,,제주공항,33.5059333,126.4931558,,,,
,,,,,알맞은시간,33.3114398,126.8137783,,,,
,,,,,제주공항 도착,33.5064628,126.4929774,,,,
,,,,,콴도제주,33.2763987,126.6651582,,,,
,,,,,몽듀호텔,33.5138635,126.4847518,,,,
,,,,,제주카카,33.4963376,126.4930373,,,,
,,,,,로컬크랩,33.4904128,126.9107013,,,,
,,,,,월정리에펜션,33.5583062,126.7934083,,,,
,,,,,제주어멍 통갈치,33.5115565,126.484068,,,,
,,,,,제주항,33.523572,126.5387811,,,,
,,,,,송정농원,33.4796568,126.5640115,,,,
,,,,,식사-마리조아(중문점),33.2415532,126.443145,,,,
,,,,,식사-곰탕제작소,33.2874147,126.302801,,,,
,,,,,식사-문어아저씨,33.5430215,126.6641736,,,,
,,,,,공항,33.5067316,126.4930087,,,,
,,,,,가시아방,33.4384643,126.9182769,,,,
,,,,,아비아호텔,33.4861884,126.4856455,,,,
,,,,,고산초등학교,33.3042383,126.1772806,,,,
,,,,,소담한끼,33.5046005,126.9673122,,,,
,,,,,송정농원,33.4793631,126.5641684,,,,
,,,,,한림공원,33.390155,126.2383433,,,,
,,,,,칠돈가,33.2574521,126.4144336,,,,
,,,,,만족한상회,33.2535137,126.4267415,,,,
,,,,,빌리카,33.5034791,126.5016698,,,,
,,,,,제주공항,33.5064629,126.4929774,,,,
,,,,,제주공항,33.5072702,126.4921619,,,,
,,,,,렌트,33.5052304,126.4958622,,,,
,,,,,롯데렌터카,33.5090144,126.5029983,,,,
,,,,,제주공항,33.5065855,126.492793,,,,
,,,,,빛의벙커,33.4396419,126.8995875,,,,
,,,,,카페 어떤오후,33.4480341,126.3445092,,,,
,,,,,바다랑파도랑펜션,33.2746218,126.7151218,,,,
,,,,,성산포 자연산 회센타,33.4492646,126.9162224,,,,
,,,,,마구로쇼쿠도,33.4959978,126.5356843,,,,
,,,,,제주마당,33.4981383,126.4581429,,,,
,,,,,메이즈랜드,33.4886985,126.8010789,,,,
,,,,,오병장,33.492067,126.4734596,,,,
,,,,,올인촬영지,33.1971834,126.2893206,,,,
,,,,,신선리마을카페,33.3766284,126.8768251,,,,
,,,,,11:20 제주공항,33.5006403,126.4921242,,,,
,,,,,남양수산,33.4483014,126.9111358,,,,
,,,,,제주에서 돌고래를 만난다면 펜션,33.5283213,126.8707253,,,,
,,,,,(주)휴럼,33.2969641,126.6303922,,,,
,,,,,스카이워터쇼,33.4228392,126.7442571,,,,
,,,,,짱구네 유채꽃밭,33.4496779,126.9204697,,,,
,,,,,공항도착,33.4990143,126.4940972,,,,
,,,,,귤중옥펜션,33.2643383,126.3015832,,,,
,,,,,아르츠 스파 앤 플빌라,33.4857596,126.9001105,,,,
,,,,,서귀포,33.2537016,126.5598669,,,,
,,,,,제주항공,33.5050745,126.494027,,,,
,,,,,공룡의나라,33.4325455,126.6739933,,,,
,,,,,온오프,33.5129057,126.9613399,,,,
,,,,,W3075,33.5290936,126.8757319,,,,
,,,,,제주공항,33.4944584,126.4986066,,,,
,,,,,아르츠스파,33.4855661,126.8996902,,,,
,,,,,제주공항,33.5047848,126.4938926,,,,
,,,,,자매국수,33.5082872,126.533035,,,,
,,,,,순옥이네명가,33.5054473,126.4650242,,,,
,,,,,쇠소깍 (풍경),33.2520823,126.6232425,,,,
,,,,,군산오름 일몰,33.252778,126.3683987,,,,
,,,,,고집돌우럭,33.5427826,126.6640856,,,,
,,,,,어린왕자감귤밭,33.2532743,126.2816405,,,,
,,,,,공항,33.5001574,126.492706,,,,
,,,,,함덕해수욕장,33.5250574,126.6647997,,,,
,,,,,성산일출봉,33.4618552,126.9181586,,,,
,,,,,로그인렌트카,33.5026526,126.4865463,,,,
,,,,,제주평화박물관,33.3056372,126.249224,,,,
,,,,,라이트아트페스티벌,33.4867901,126.7069738,,,,
,,,,,1,33.2978512,126.6077696,,,,
,,,,,칼호텔,33.2461176,126.5817028,,,,
,,,,,쇠소깍테우매표소,33.2540738,126.6224646,,,,
,,,,,카페 한라산 ,33.5247895,126.8629787,,,,
,,,,,미깡창고감귤밭,33.460119,126.4454431,,,,
,,,,,천짓골식당,33.2482508,126.5613011,,,,
,,,,,위미동백나무군락,33.2731432,126.6759804,,,,
,,,,,제주국제공항,33.5043138,126.4948971,,,,
,,,,,함비자,33.5507066,126.6486969,,,,
,,,,,쇠소깍휴게소,33.2520386,126.6230384,,,,
,,,,,힐리우스,33.4260334,126.9288741,,,,
,,,,,제주공항,33.505505,126.4922995,,,,
,,,,,제주공항,33.5034848,126.4955311,,,,
,,,,,에코랜드,33.4452505,126.6718162,,,,
,,,,,빛의벙커,33.4396531,126.8991786,,,,
,,,,,천지연폭포,33.2463614,126.5544396,,,,
,,,,,서복전시관.정방폭포,33.2445092,126.5714407,,,,
,,,,,서귀포감귤박물관,33.2710085,126.6077957,,,,
,,,,,감귤체험,33.2936989,126.6764945,,,,
,,,,,쇠소깍,33.251453,126.6245476,,,,
,,,,,쏘카스테이션,33.4946115,126.4914512,,,,
,,,,,귀덕궤물동산,33.4423301,126.2896811,,,,
,,,,,제주스타렌트카,33.5048397,126.498496,,,,
,,,,,동문시장,33.5121935,126.5266663,,,,
,,,,,청초밭(동백),33.420612,126.7813382,,,,
,,,,,팔도수산식당,33.5166229,126.5278336,,,,
,,,,,협재해녀의집,33.3987837,126.2448532,,,,
,,,,,블루팜 펜션,33.4704063,126.3506321,,,,
,,,,,섭지코지로,33.4384111,126.9214028,,,,
,,,,,장수상회,33.3841748,126.8019273,,,,
,,,,,곽지국시,33.4487991,126.3078392,,,,
,,,,,애월더선셋,33.456096,126.3088315,,,,
,,,,,제주 이마트,33.4850071,126.4802983,,,,
,,,,,빵귿,33.4870858,126.5351222,,,,
,,,,,하이엔드제주,33.4635567,126.309153,,,,
,,,,,1,33.4865585,126.6072171,,,,
,,,,,몽듀호텔,33.5126368,126.4845521,,,,
,,,,,제주 질레식당,33.5157948,126.5399036,,,,
,,,,,운진항(마라도행),33.2098248,126.2561596,,,,
,,,,,버드나무집,33.5408447,126.6694133,,,,
,,,,,식사-서광보말칼국수,33.2892283,126.3220072,,,,
,,,,,식사-뱃도새기,33.5393907,126.6745401,,,,
,,,,,도착,33.501179,126.493339,,,,
,,,,,청어림,33.4867339,126.4833164,,,,
,,,,,절물자연휴양림,33.4343012,126.6290952,,,,
,,,,,교래자연휴양림,33.438061,126.6618475,,,,
,,,,,도착 제주항,33.520124,126.5404991,,,,
,,,,,아리랑렌트,33.5149519,126.5021016,,,,
,,,,,BJ스테이,33.5054766,126.5114853,,,,
,,,,,돈이랑,33.4474864,126.9159695,,,,
,,,,,올레안뜰,33.2371449,126.5128969,,,,
,,,,,하례감귤체험농장,33.2799103,126.6201995,,,,
,,,,,스타벅스 시청점,33.5004209,126.5295429,,,,
,,,,,이루다펜션,33.2663489,126.2952144,,,,
,,,,,하나로마트,33.2467529,126.3351003,,,,
,,,,,귤체험,33.2814874,126.7005601,,,,
,,,,,온평바다한그릇,33.3988383,126.9049558,,,,
,,,,,성산포성당,33.4543014,126.913863,,,,
,,,,,서우봉,33.5471875,126.6778141,,,,
,,,,,광치기해변 (장노출),33.4464148,126.9222426,,,,
,,,,,섭지방파제(별사진),33.4298186,126.9349222,,,,
,,,,,마라도가는여객선탐스수속,33.2073309,126.2906256,,,,
,,,,,성산 (일출),33.4590242,126.9300573,,,,
,,,,,거린사슴전망대 (야경),33.3074329,126.4545548,,,,
,,,,,마라도,33.1151385,126.2700076,,,,
,,,,,광명식당,33.5110924,126.5260971,,,,
,,,,,제주 카페거리,33.5190449,126.491518,,,,
,,,,,카페프렌즈,33.2883243,126.3072621,,,,
,,,,,원앙폭포 (돈내코),33.3006212,126.581437,,,,
,,,,,제주항,33.5191508,126.5330666,,,,
,,,,,성산포성당,33.4541981,126.913923,,,,
,,,,,주암썬빌리지,33.3994415,126.2529993,,,,
,,,,,신풍목장 (풍경),33.3553559,126.8656071,,,,
,,,,,강정천 캔싱턴리조트,33.2341776,126.4889703,,,,
,,,,,논짓물(파도궤적),33.2370858,126.3895728,,,,
,,,,,윈스카이 호텔,33.2531735,126.5084986,,,,
,,,,,섬소나이 위미점,33.2730706,126.6577433,,,,
,,,,,dfa,33.4086085,126.5906445,,,,
,,,,,함덕 에덴빌리지2차,33.5304673,126.6664579,,,,
,,,,,222222,33.3265605,126.5798082,,,,
,,,,,서황돈가스,33.434319,126.3796156,,,,
,,,,,공항,33.4855005,126.5018309,,,,
,,,,,플라자cc,33.450371,126.6328828,,,,
,,,,,23423,33.2987921,126.5094621,,,,
,,,,,앞뱅이식당,33.4853978,126.499937,,,,
,,,,,보메와산 감귤 체험농장,33.4851294,126.6819375,,,,
,,,,,하늘을 날다 패러글라이딩,33.3541261,126.3068601,,,,
,,,,,셰프와흑돼지,33.2779218,126.3621429,,,,
,,,,,공항,33.5008367,126.4931941,,,,
,,,,,빛의 벙커,33.4395639,126.8996974,,,,
,,,,,해촌,33.4592514,126.9300128,,,,
,,,,,제주 공항,33.5069325,126.4930581,,,,
,,,,,만덕이네,33.3932862,126.8010989,,,,
,,,,,한남항,33.4119325,126.2582915,,,,
,,,,,제주공항,33.5064629,126.4929774,,,,
,,,,,갯깍주상절리,33.2413518,126.3994661,,,,
,,,,,유채꽃밭,33.2348167,126.3089727,,,,
,,,,,오쿠다,33.4868828,126.535823,,,,
,,,,,정직한돈,33.4673699,126.3389183,,,,
,,,,,제주공항,33.5066065,126.4928896,,,,
,,,,,브라운스위트제주,33.4568965,126.9168488,,,,
,,,,,렌트카,33.5165464,126.4953802,,,,
,,,,,해든빌레펜션,33.2917886,126.661793,,,,
,,,,,공룡의나라,33.4325455,126.6739933,,,,
,,,,,제주공항,33.4957679,126.509567,,,,
,,,,,하나로마트 남원농협,33.2841798,126.7214753,,,,
,,,,,정수용식당,33.5349423,126.636296,,,,
,,,,,성산일출봉,33.4504659,126.9270189,,,,
,,,,,하이엔드제주,33.4630214,126.3097987,,,,
,,,,,신천목장,33.346416,126.8594928,,,,
,,,,,제주공항,33.5080373,126.4932527,,,,
,,,,,ㅇㄹㅇ,33.3984956,126.5633868,,,,
,,,,,질돈가 고기집,33.4682,126.9168815,,,,
,,,,,중문야시장,33.2505743,126.4240533,,,,
,,,,,효섬마을초가집,33.4654586,126.611341,,,,
,,,,,흑돈세상수라간,33.3254772,126.8446758,,,,
,,,,,오션블루호텔,33.2388624,126.4304538,,,,
,,,,,해녀잠수촌,33.5167707,126.5034451,,,,
,,,,,성산보말죽칼국수,33.3807737,126.8765417,,,,
,,,,,제이미스 모던퀴진,33.4935083,126.5419284,,,,
,,,,,공감 게스트하우스,33.2381927,126.2292824,,,,
,,,,,옛날팥죽,33.3883342,126.7989476,,,,
,,,,,함덕다려도횟집,33.5411058,126.6676603,,,,
,,,,,엄블랑짬뽕 ,33.2974026,126.195113,,,,
,,,,,제주발리리조트,33.3886602,126.2496796,,,,
,,,,,성산일출봉,33.4612593,126.9354553,,,,
,,,,,대포주상절리,33.2376616,126.424932,,,,
,,,,,스타벅스DT,33.5123138,126.4845704,,,,
,,,,,도치돌목장,33.4127995,126.366503,,,,
,,,,,공항,33.5065365,126.4928043,,,,
,,,,,애월해안도로,33.4801135,126.3903387,,,,
,,,,,애월찜,33.476574,126.3542219,,,,
,,,,,멀왓스테이,33.4187794,126.2980653,,,,
,,,,,일출봉거북식당,33.4618672,126.9341775,,,,
,,,,,제주공항,33.5065909,126.4931913,,,,
,,,,,느영나영매장,33.4840709,126.4640927,,,,
,,,,,투썸플레이스 애월한담점,33.4621059,126.3108087,,,,
,,,,,제주도국제공항,33.5063171,126.4931514,,,,
,,,,,공항,33.5051349,126.4928778,,,,
,,,,,우도,33.5020753,126.9556999,,,,
,,,,,빛의 벙커,33.4332866,126.9073415,,,,
,,,,,꺼멍목장,33.2451692,126.4520792,,,,
,,,,,돌카롱,33.498538,126.5135781,,,,
,,,,,제주 공항,33.5062837,126.4940114,,,,
,,,,,차귀도 낚시 체험,33.3088552,126.1647177,,,,
,,,,,제주국제공항,33.4896322,126.4874544,,,,
,,,,,성산일출봉,33.4467885,126.9010961,,,,
,,,,,남원바당,33.502865,126.5422142,,,,
,,,,,하버호텔 제주,33.5176537,126.5383082,,,,
,,,,,느영나영 매장,33.484072,126.4640648,,,,
,,,,,이춘옥원조고등어쌈밥,33.4889109,126.4186328,,,,
,,,,,삐꼴라쿠치나,33.4190751,126.4011909,,,,
,,,,,푸조시트로엥자동차박물관,33.2538577,126.4520596,,,,
,,,,,제주공항,33.5034653,126.4977387,,,,
,,,,,썬라이즈-섭지코지,33.4366417,126.9183418,,,,
,,,,,김만복김밥-성산점,33.4602501,126.9295716,,,,
,,,,,고흐의정원,33.373293,126.8446264,,,,
,,,,,빛의 벙커-고흐전,33.4385248,126.9022302,,,,
,,,,,종달수다뜰-전복,33.4915734,126.8937229,,,,
,,,,,코업시티호텔 하버뷰,33.2743189,126.658417,,,,
,,,,,갯깍주상절리,33.241396,126.3994857,,,,
,,,,,제주공항1팀,33.5051589,126.4965062,,,,
,,,,,함덕,33.5415493,126.6704622,,,,
,,,,,어마장장,33.5110669,126.5298755,,,,
,,,,,제주공항2팀,33.5046417,126.4950049,,,,
,,,,,제주공항3팀,33.5041517,126.4968623,,,,
,,,,,덕인당 소락,33.4838324,126.5437458,,,,
,,,,,제주국제공항,33.4984346,126.4966393,,,,
,,,,,식사 - 어마장장,33.5110616,126.5298713,,,,
,,,,,숙소,33.4549507,126.3945302,,,,
,,,,,하미,33.4639868,126.3090152,,,,
,,,,,칠돈가 본점,33.5040685,126.512782,,,,
,,,,,훈남횟집,33.4631489,126.9320429,,,,
,,,,,공항,33.4873687,126.4939328,,,,
,,,,,숙소,33.2294644,126.306045,,,,
,,,,,하나로마트,33.2514028,126.4290399,,,,
,,,,,마빌릭스파앤풀빌라,33.4855664,126.9008751,,,,
,,,,,오현불백,33.507072,126.530763,,,,
,,,,,대우정,33.4989387,126.5196083,,,,
,,,,,놀맨,33.4625441,126.3101664,,,,
,,,,,강식당,33.398369,126.2448159,,,,
,,,,,공항,33.5066807,126.4931473,,,,
,,,,,짱구네 유채꽃밭,33.4393887,126.8787066,,,,
,,,,,송림식당(닭볶음탕),33.4878324,126.4944094,,,,
,,,,,기똥차네,33.4649604,126.9328628,,,,
,,,,,감귤따기체험,33.4401333,126.8788968,,,,
,,,,,세영수산,33.4610091,126.9317103,,,,
,,,,,안녕협재씨,33.3985936,126.2459042,,,,
,,,,,숙소,33.4944395,126.5324722,,,,
,,,,,제주공항,33.5055916,126.4922985,,,,
,,,,,드라이브-김녕해수욕장,33.557046,126.7592427,,,,
,,,,,느영나영,33.4840744,126.4640477,,,,
,,,,,성산일출봉,33.4577199,126.9379382,,,,
,,,,,서귀포 잠수함,33.239384,126.558631,,,,
,,,,,제주공항,33.4971917,126.4886066,,,,
,,,,,제주국제공항,33.506932,126.4929935,,,,
,,,,,타운하우스 숙소,33.3734772,126.2631986,,,,
,,,,,비자림,33.48362,126.8070806,,,,
,,,,,5,33.316547,126.3850285,,,,
,,,,,제주하루독채펜션,33.3236961,126.6515639,,,,
,,,,,제주 조각공원,33.2545283,126.321659,,,,
,,,,,식사,33.4635643,126.9332386,,,,
,,,,,신성리조트,33.242185,126.518332,,,,
,,,,,홍성방,33.2200057,126.2517849,,,,
,,,,,잘 모름,33.2496303,126.5718482,,,,
,,,,,복집식당,33.5181177,126.6210425,,,,
,,,,,비룡식당,33.2256961,126.8134924,,,,
,,,,,오션,33.2344439,126.3101797,,,,
,,,,,제주 소풍,33.2341359,126.3081674,,,,
,,,,,뷰스트,33.2279783,126.3041004,,,,
,,,,,카페라라라,33.5229586,126.8556192,,,,
,,,,,카페오길,33.5316297,126.8424589,,,,
,,,,,아도록,33.5244169,126.833638,,,,
,,,,,국수문화거리,33.5069732,126.5297969,,,,
,,,,,제주공항,33.5063901,126.4928923,,,,
,,,,,asdasd,33.2345786,126.3101861,,,,
,,,,,ㅁㄴㅇ,33.3062111,126.7943736,,,,
,,,,,"하이리,하이엔드",33.4632618,126.3089116,,,,
,,,,,쉬리니케이크,33.4232529,126.3274749,,,,
,,,,,팰롱팰롱빛나는,33.5517888,126.7957065,,,,
,,,,,유키효잡화점,33.5566861,126.7926719,,,,
,,,,,짱구네유채꽃밭,33.4402655,126.8665554,,,,
,,,,,밭담,33.5566973,126.8034497,,,,
,,,,,까델아스리조트,33.4753636,126.3667664,,,,
,,,,,목장카페 드르쿰다,33.4076452,126.7708857,,,,
,,,,,도두봉펜션,33.5078861,126.4705168,,,,
,,,,,어리목휴게소,33.3918996,126.4943652,,,,
,,,,,돈내코탐방안내소,33.3141569,126.5716725,,,,
,,,,,하영담아,33.2541889,126.3045161,,,,
,,,,,연리지가든,33.3450049,126.2023969,,,,
,,,,,알동네집,33.3162525,126.2677666,,,,
,,,,,용스테이,33.4944037,126.4934018,,,,
,,,,,새서울두루치기,33.2445114,126.5635727,,,,
,,,,,어떤날 게하,33.5534708,126.8071829,,,,
,,,,,호텔,33.5425069,126.666827,,,,
,,,,,버거307,33.5425828,126.6669712,,,,
,,,,,숨어있는 집,33.5417319,126.6726661,,,,
,,,,,에코랜드,33.4480539,126.6727566,,,,
,,,,,작은 테마파크,33.4332248,126.6744042,,,,
,,,,,2093하우스,33.4524906,126.6620048,,,,
,,,,,깡통흑돼지,33.5416429,126.6670714,,,,
,,,,,러브랜드,33.4515741,126.4904929,,,,
,,,,,카트,33.4617034,126.4849765,,,,
,,,,,하멜 치즈케이크,33.4784655,126.4761615,,,,
,,,,,서우봉,33.5457014,126.6776607,,,,
,,,,,청어림,33.4868988,126.4834427,,,,
,,,,,협재,33.3891995,126.2465293,,,,
,,,,,ss,33.2537067,126.2468392,,,,
,,,,,용두암,33.5157646,126.5122076,,,,
,,,,,만장굴,33.5249244,126.777118,,,,
,,,,,한라수목원,33.468846,126.4917753,,,,
,,,,,제주공항,33.5051164,126.4920697,,,,
,,,,,공항,33.5042372,126.4890207,,,,
,,,,,랜디스도넛,33.4611653,126.3114364,,,,
,,,,,sunset palace,33.4590013,126.336574,,,,
,,,,,메모리아리조트,33.372237,126.8737782,,,,
,,,,,서촌제 김녕점,33.5634,126.7684374,,,,
,,,,,이브이 전동퀵보드,33.5174981,126.4991089,,,,
,,,,,마우돈,33.4467735,126.9110241,,,,
,,,,,공항,33.4863722,126.5011321,,,,
,,,,,절물,33.4370137,126.6273653,,,,
,,,,,정석원농장,33.2666418,126.6228581,,,,
,,,,,제주공항,33.5044909,126.493353,,,,
,,,,,신엄리방파제,33.4739067,126.3511867,,,,
,,,,,제주공항,33.4949405,126.4900106,,,,
,,,,,블랙레이스팬션,33.3062153,126.7943253,,,,
,,,,,수월봉 별난 횟집,33.3085906,126.1646444,,,,
,,,,,그계절,33.5335831,126.8184659,,,,
,,,,,바리민박,33.4491454,126.3102402,,,,
,,,,,하이렌터카,33.511352,126.5026794,,,,
,,,,,파더스가든,33.2800097,126.3656923,,,,
,,,,,흑돼지거리,33.5158812,126.5268735,,,,
,,,,,제주목관아,33.5135587,126.5218284,,,,
,,,,,해비치CC,33.3500638,126.7308258,,,,
,,,,,만월당,33.5527822,126.7918516,,,,
,,,,,덴드리,33.3705656,126.8694523,,,,
,,,,,베케,33.2612534,126.6039547,,,,
,,,,,카페차롱,33.256307,126.3530075,,,,
,,,,,더리트리브,33.2317283,126.3430257,,,,
,,,,,크랩스토리,33.2561643,126.4135727,,,,
,,,,,한진렌트카,33.5048535,126.4980259,,,,
,,,,,공항,33.5067789,126.492767,,,,
,,,,,하루독채펜션,33.2950534,126.5632615,,,,
,,,,,제주공항,33.4963694,126.5003916,,,,
,,,,,마라도가는 여객선,33.2112759,126.3341032,,,,
,,,,,제주공항,33.4960259,126.4886201,,,,
,,,,,아비앙또,33.458597,126.900171,,,,
,,,,,제주국제공항,33.5065476,126.493306,,,,
,,,,,오브젝트 선흘점,33.506247,126.6951899,,,,
,,,,,공항,33.5071058,126.4953816,,,,
,,,,,대게나라,33.4802589,126.5356021,,,,
,,,,,우도천진항,33.4916924,126.9503173,,,,
,,,,,카페프렌즈,33.288792,126.3079783,,,,
,,,,,호텔 통 연동,33.4854327,126.49266,,,,
,,,,,짱구네유채꽃밭,33.4382342,126.8777579,,,,
,,,,,드라마2015,33.4483877,126.3013919,,,,
,,,,,닻,33.4860822,126.3920526,,,,
,,,,,하갈비국수,33.464311,126.3089722,,,,
,,,,,해송수산물센타,33.4668939,126.3207873,,,,
,,,,,콴도,33.2764296,126.6648929,,,,
,,,,,윤식당,33.2744011,126.668134,,,,
,,,,,칠돈가,33.5024448,126.5107706,,,,
,,,,,데일리오아시스,33.515121,126.5048106,,,,
,,,,,도착,33.5065022,126.4922652,,,,
,,,,,러브랜드,33.4523254,126.4881568,,,,
,,,,,티라호텔,33.4425328,126.9185503,,,,
,,,,,칠돈가,33.5028987,126.5110749,,,,
,,,,,제주공항,33.5003055,126.4995942,,,,
,,,,,애월리,33.463511,126.3244027,,,,
,,,,,협제리,33.3905565,126.2379978,,,,
,,,,,제주공항,33.5015419,126.4954459,,,,
,,,,,윈스토리호텔,33.245223,126.562273,,,,
,,,,,윈스토리호텔,33.245223,126.562273,,,,
,,,,,케니,33.4881691,126.4828389,,,,
,,,,,더스테이 센추리호텔,33.4848695,126.4089213,,,,
,,,,,제주국제공항,33.5045077,126.4930395,,,,
,,,,,신비의 도로,33.46169,126.4853567,,,,
,,,,,소노캄제주,33.3055198,126.7919884,,,,
,,,,,용두암,33.5159277,126.5119366,,,,
,,,,,주품의교회,33.4952933,126.5471405,,,,
,,,,,영실통제소,33.3484759,126.4965215,,,,
